交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2023/03/02,TX,202304  ,15547,15583,15404,15506,-4,-0.03%,957,15506,3352,15506,15510,15681,15174,,一般,,
2023/03/02,TX,202304  ,15522,15558,15456,15480,-30,-0.19%,490,-,-,15480,15482,15681,15174,,盤後,,
2023/03/02,TX,202305  ,15540,15567,15395,15490,-5,-0.03%,87,15490,372,15492,15497,15641,15270,,一般,,
2023/03/02,TX,202305  ,15505,15542,15450,15466,-29,-0.19%,31,-,-,15461,15466,15641,15270,,盤後,,
2023/03/02,TX,202306  ,15520,15520,15386,15472,22,0.14%,28,15446,631,15444,15448,15607,12496,,一般,,
2023/03/02,TX,202306  ,15467,15490,15418,15438,-12,-0.08%,17,-,-,15416,15422,15607,12496,,盤後,,
2023/03/02,TX,202309  ,14899,14932,14825,14932,32,0.21%,15,14903,355,14900,14907,15090,11969,,一般,,
2023/03/02,TX,202309  ,14935,14948,14870,14870,-30,-0.20%,37,-,-,14874,14881,15090,11969,,盤後,,
2023/03/02,TX,202312  ,14800,14851,14777,14845,22,0.15%,9,14822,114,14820,14825,14993,13257,,一般,,
2023/03/02,TX,202312  ,14864,14866,14770,14783,-40,-0.27%,11,-,-,14786,14794,14993,13257,,盤後,,
2023/03/03,TX,202303  ,15612,15670,15568,15619,77,0.50%,81464,15615,72125,15616,15619,17000,12563,,一般,,
2023/03/03,TX,202303  ,15540,15646,15505,15633,91,0.59%,42902,-,-,15631,15633,17000,12563,,盤後,,
2023/03/03,TX,202304  ,15592,15632,15535,15584,78,0.50%,989,15581,3764,15580,15585,15681,15174,,一般,,
2023/03/03,TX,202304  ,15504,15610,15474,15594,88,0.57%,383,-,-,15595,15599,15681,15174,,盤後,,
2023/03/03,TX,202305  ,15573,15612,15521,15568,78,0.50%,127,15568,406,15566,15572,15641,15270,,一般,,
2023/03/03,TX,202305  ,15475,15591,15460,15579,89,0.57%,54,-,-,15580,15585,15641,15270,,盤後,,
2023/03/03,TX,202306  ,15525,15563,15495,15537,91,0.59%,21,15520,653,15517,15523,15607,12496,,一般,,
2023/03/03,TX,202306  ,15420,15548,15420,15548,102,0.66%,23,-,-,15533,15538,15607,12496,,盤後,,
2023/03/03,TX,202309  ,15005,15022,14947,15000,97,0.65%,23,14976,359,14972,14980,15090,11969,,一般,,
2023/03/03,TX,202309  ,14896,15000,14889,15000,97,0.65%,47,-,-,14984,14993,15090,11969,,盤後,,
2023/03/03,TX,202312  ,14933,14933,14872,14902,80,0.54%,8,14902,112,14890,14898,14993,13257,,一般,,
2023/03/03,TX,202312  ,14810,14903,14795,14903,81,0.55%,6,-,-,14906,14913,14993,13257,,盤後,,
2023/03/06,TX,202303  ,15730,15834,15692,15774,159,1.02%,88661,15772,71813,15773,15774,17000,12563,,一般,,
2023/03/06,TX,202303  ,15618,15724,15605,15721,106,0.68%,33260,-,-,15720,15721,17000,12563,,盤後,,
2023/03/06,TX,202304  ,15689,15797,15658,15739,158,1.01%,1634,15740,4454,15737,15741,15797,15174,,一般,,
2023/03/06,TX,202304  ,15581,15689,15571,15686,105,0.67%,558,-,-,15684,15687,15689,15174,,盤後,,
2023/03/06,TX,202305  ,15667,15775,15645,15713,145,0.93%,243,15725,468,15724,15727,15775,15270,,一般,,
2023/03/06,TX,202305  ,15566,15670,15566,15670,102,0.66%,61,-,-,15668,15672,15670,15270,,盤後,,
2023/03/06,TX,202306  ,15609,15734,15606,15661,141,0.91%,85,15675,679,15673,15677,15734,12496,,一般,,
2023/03/06,TX,202306  ,15529,15622,15529,15620,100,0.64%,39,-,-,15618,15622,15622,12496,,盤後,,
2023/03/06,TX,202309  ,15019,15172,15019,15136,160,1.07%,110,15136,359,15128,15134,15172,11969,,一般,,
2023/03/06,TX,202309  ,15006,15070,14985,15070,94,0.63%,36,-,-,15064,15073,15090,11969,,盤後,,
2023/03/06,TX,202312  ,15052,15102,15052,15075,173,1.16%,9,15048,122,15047,15050,15102,13257,,一般,,
2023/03/06,TX,202312  ,14957,14969,14957,14969,67,0.45%,3,-,-,14990,14997,14993,13257,,盤後,,
2023/03/07,TX,202303  ,15786,15894,15750,15874,102,0.65%,66075,15873,72165,15872,15874,17000,12563,,一般,,
2023/03/07,TX,202303  ,15772,15831,15748,15767,-5,-0.03%,29513,-,-,15763,15768,17000,12563,,盤後,,
2023/03/07,TX,202304  ,15744,15858,15718,15837,97,0.62%,1340,15839,5214,15836,15840,15858,15174,,一般,,
2023/03/07,TX,202304  ,15740,15795,15716,15738,-2,-0.01%,586,-,-,15727,15735,15797,15174,,盤後,,
2023/03/07,TX,202305  ,15716,15841,15704,15825,100,0.64%,128,15825,537,15821,15825,15841,15270,,一般,,
2023/03/07,TX,202305  ,15733,15777,15705,15705,-20,-0.13%,41,-,-,15712,15721,15777,15270,,盤後,,
2023/03/07,TX,202306  ,15670,15793,15655,15779,104,0.66%,60,15779,692,15769,15775,15793,12496,,一般,,
2023/03/07,TX,202306  ,15692,15725,15670,15670,-5,-0.03%,7,-,-,15663,15672,15734,12496,,盤後,,
2023/03/07,TX,202309  ,15153,15245,15153,15227,91,0.60%,61,15227,358,15227,15233,15245,11969,,一般,,
2023/03/07,TX,202309  ,15135,15184,15135,15151,15,0.10%,50,-,-,15118,15128,15184,11969,,盤後,,
2023/03/07,TX,202312  ,15066,15165,15066,15150,102,0.68%,10,15150,123,15144,15151,15165,13257,,一般,,
2023/03/07,TX,202312  ,15070,15070,15033,15033,-15,-0.10%,2,-,-,15034,15045,15102,13257,,盤後,,
2023/03/08,TX,202303  ,15725,15809,15721,15785,-88,-0.55%,75396,15785,66054,15784,15785,17000,12563,,一般,,
2023/03/08,TX,202303  ,15862,15883,15719,15741,-132,-0.83%,51883,-,-,15740,15743,17000,12563,,盤後,,
2023/03/08,TX,202304  ,15700,15775,15689,15751,-88,-0.56%,2012,15753,6139,15750,15753,15858,15174,,一般,,
2023/03/08,TX,202304  ,15827,15846,15688,15708,-131,-0.83%,1212,-,-,15705,15711,15858,15174,,盤後,,
2023/03/08,TX,202305  ,15695,15759,15678,15738,-87,-0.55%,173,15738,605,15736,15740,15841,15270,,一般,,
2023/03/08,TX,202305  ,15815,15828,15678,15678,-147,-0.93%,178,-,-,15691,15697,15841,15270,,盤後,,
2023/03/08,TX,202306  ,15664,15710,15650,15696,-83,-0.53%,41,15696,695,15686,15690,15793,12496,,一般,,
2023/03/08,TX,202306  ,15759,15776,15650,15650,-129,-0.82%,34,-,-,15641,15647,15793,12496,,盤後,,
2023/03/08,TX,202309  ,15112,15159,15112,15153,-74,-0.49%,15,15153,363,15142,15148,15245,11969,,一般,,
2023/03/08,TX,202309  ,15223,15234,15093,15093,-134,-0.88%,19,-,-,15092,15102,15245,11969,,盤後,,
2023/03/08,TX,202312  ,15055,15080,15055,15055,-95,-0.63%,7,15063,126,15061,15066,15165,13257,,一般,,
2023/03/08,TX,202312  ,15135,15140,15000,15000,-150,-0.99%,16,-,-,15016,15025,15165,13257,,盤後,,
2023/03/09,TX,202303  ,15855,15862,15751,15767,-18,-0.11%,63471,15766,66358,15765,15769,17000,12563,,一般,,
2023/03/09,TX,202303  ,15788,15866,15777,15866,81,0.51%,43549,-,-,15863,15866,17000,12563,,盤後,,
2023/03/09,TX,202304  ,15813,15827,15722,15738,-15,-0.10%,1823,15735,7810,15733,15737,15858,15174,,一般,,
2023/03/09,TX,202304  ,15754,15830,15745,15830,77,0.49%,1499,-,-,15827,15831,15858,15174,,盤後,,
2023/03/09,TX,202305  ,15809,15810,15710,15725,-13,-0.08%,94,15725,639,15721,15725,15841,15270,,一般,,
2023/03/09,TX,202305  ,15740,15812,15730,15810,72,0.46%,117,-,-,15812,15818,15841,15270,,盤後,,
2023/03/09,TX,202306  ,15751,15751,15671,15671,-25,-0.16%,33,15671,727,15672,15679,15793,12496,,一般,,
2023/03/09,TX,202306  ,15696,15749,15696,15748,52,0.33%,31,-,-,15763,15769,15793,12496,,盤後,,
2023/03/09,TX,202309  ,15138,15159,15138,15159,6,0.04%,6,15131,366,15126,15136,15245,11969,,一般,,
2023/03/09,TX,202309  ,15143,15213,15143,15213,60,0.40%,25,-,-,15215,15223,15245,11969,,盤後,,
2023/03/09,TX,202312  ,15120,15120,15046,15046,-17,-0.11%,10,15046,128,15046,15056,15165,13257,,一般,,
2023/03/09,TX,202312  ,15100,15125,15096,15106,43,0.29%,9,-,-,15135,15144,15165,13257,,盤後,,
2023/03/10,TX,202303  ,15618,15624,15452,15484,-282,-1.79%,100898,15481,64951,15481,15482,17000,12563,,一般,,
2023/03/10,TX,202303  ,15767,15798,15616,15626,-140,-0.89%,61782,-,-,15626,15627,17000,12563,,盤後,,
2023/03/10,TX,202304  ,15583,15596,15423,15448,-287,-1.82%,6804,15448,12365,15448,15450,15858,15174,,一般,,
2023/03/10,TX,202304  ,15735,15766,15591,15601,-134,-0.85%,2838,-,-,15600,15602,15858,15174,,盤後,,
2023/03/10,TX,202305  ,15580,15581,15416,15440,-285,-1.81%,274,15440,774,15438,15442,15841,15270,,一般,,
2023/03/10,TX,202305  ,15700,15752,15583,15587,-138,-0.88%,207,-,-,15588,15593,15841,15270,,盤後,,
2023/03/10,TX,202306  ,15532,15532,15376,15402,-269,-1.72%,39,15402,715,15396,15399,15793,12496,,一般,,
2023/03/10,TX,202306  ,15650,15705,15543,15549,-122,-0.78%,43,-,-,15545,15553,15793,12496,,盤後,,
2023/03/10,TX,202309  ,14970,14981,14861,14861,-270,-1.78%,24,14861,380,14861,14874,15245,11969,,一般,,
2023/03/10,TX,202309  ,15090,15133,15003,15003,-128,-0.85%,12,-,-,14996,15008,15245,11969,,盤後,,
2023/03/10,TX,202312  ,14900,14900,14785,14790,-256,-1.70%,28,14790,155,14781,14794,15165,13257,,一般,,
2023/03/10,TX,202312  ,14998,15054,14921,14921,-125,-0.83%,15,-,-,14913,14928,15165,13257,,盤後,,
2023/03/13,TX,202303  ,15450,15540,15345,15520,39,0.25%,137218,15519,39314,15518,15520,17000,12563,,一般,,
2023/03/13,TX,202303  ,15476,15552,15391,15404,-77,-0.50%,84223,-,-,15402,15404,17000,12563,,盤後,,
2023/03/13,TX,202304  ,15398,15494,15315,15472,24,0.16%,41006,15474,34215,15471,15473,15858,15174,,一般,,
2023/03/13,TX,202304  ,15434,15515,15358,15368,-80,-0.52%,4681,-,-,15366,15370,15858,15174,,盤後,,
2023/03/13,TX,202305  ,15403,15476,15313,15454,14,0.09%,323,15454,886,15455,15459,15841,15270,,一般,,
2023/03/13,TX,202305  ,15460,15500,15348,15348,-92,-0.60%,128,-,-,15356,15360,15841,15270,,盤後,,
2023/03/13,TX,202306  ,15396,15430,15274,15410,8,0.05%,99,15410,707,15404,15415,15793,12496,,一般,,
2023/03/13,TX,202306  ,15415,15460,15315,15315,-87,-0.56%,29,-,-,15312,15319,15793,12496,,盤後,,
2023/03/13,TX,202309  ,14854,14896,14729,14880,19,0.13%,28,14880,382,14855,14879,15245,11969,,一般,,
2023/03/13,TX,202309  ,14862,14913,14800,14800,-61,-0.41%,30,-,-,14775,14787,15245,11969,,盤後,,
2023/03/13,TX,202312  ,14667,14810,14667,14789,-1,-0.01%,11,14789,163,14784,14792,15165,13257,,一般,,
2023/03/13,TX,202312  ,14798,14817,14750,14800,10,0.07%,15,-,-,14695,14708,15165,13257,,盤後,,
2023/03/14,TX,202303  ,15358,15428,15310,15352,-167,-1.08%,103551,15354,25173,15351,15353,17000,12563,,一般,,
2023/03/14,TX,202303  ,15538,15563,15355,15421,-98,-0.63%,94344,-,-,15421,15422,17000,12563,,盤後,,
2023/03/14,TX,202304  ,15330,15372,15268,15286,-188,-1.21%,37731,15288,48095,15285,15288,15858,15174,,一般,,
2023/03/14,TX,202304  ,15495,15512,15315,15376,-98,-0.63%,11651,-,-,15374,15377,15858,15174,,盤後,,
2023/03/14,TX,202305  ,15315,15355,15257,15274,-180,-1.16%,374,15275,991,15270,15276,15841,15257,,一般,,
2023/03/14,TX,202305  ,15495,15495,15303,15340,-114,-0.74%,322,-,-,15359,15364,15841,15270,,盤後,,
2023/03/14,TX,202306  ,15260,15314,15215,15262,-148,-0.96%,30,15229,697,15225,15234,15793,12496,,一般,,
2023/03/14,TX,202306  ,15363,15365,15260,15335,-75,-0.49%,50,-,-,15314,15324,15793,12496,,盤後,,
2023/03/14,TX,202309  ,14724,14798,14697,14739,-141,-0.95%,15,14714,383,14704,14725,15245,11969,,一般,,
2023/03/14,TX,202309  ,14872,14872,14745,14807,-73,-0.49%,15,-,-,14789,14798,15245,11969,,盤後,,
2023/03/14,TX,202312  ,14646,14707,14621,14660,-129,-0.87%,18,14639,187,14633,14646,15165,13257,,一般,,
2023/03/14,TX,202312  ,14713,14737,14660,14737,-52,-0.35%,16,-,-,14705,14719,15165,13257,,盤後,,
2023/03/15,TX,202303  ,15472,15532,15404,15404,50,0.33%,54171,0,13041,15404,15405,17000,12563,,一般,,
2023/03/15,TX,202303  ,15340,15496,15338,15482,128,0.83%,54748,-,-,15481,15482,17000,12563,,盤後,,
2023/03/15,TX,202304  ,15402,15475,15316,15328,40,0.26%,58835,15330,62084,15328,15332,15858,15174,,一般,,
2023/03/15,TX,202304  ,15284,15423,15275,15413,125,0.82%,15648,-,-,15411,15412,15858,15174,,盤後,,
2023/03/15,TX,202305  ,15375,15448,15299,15308,33,0.22%,709,15310,1258,15307,15312,15841,15257,,一般,,
2023/03/15,TX,202305  ,15286,15400,15261,15400,125,0.82%,234,-,-,15388,15399,15841,15257,,盤後,,
2023/03/15,TX,202306  ,15328,15390,15250,15250,21,0.14%,59,15259,707,15256,15262,15793,12496,,一般,,
2023/03/15,TX,202306  ,15230,15347,15230,15347,118,0.77%,38,-,-,15337,15354,15793,12496,,盤後,,
2023/03/15,TX,202309  ,14822,14873,14753,14753,39,0.27%,15,14753,384,14737,14751,15245,11969,,一般,,
2023/03/15,TX,202309  ,14732,14800,14732,14776,62,0.42%,9,-,-,14825,14839,15245,11969,,盤後,,
2023/03/15,TX,202312  ,14762,14802,14679,14679,40,0.27%,21,14679,178,14665,14680,15165,13257,,一般,,
2023/03/15,TX,202312  ,14650,14767,14650,14767,128,0.87%,22,-,-,14756,14767,15165,13257,,盤後,,
2023/03/16,TX,202304  ,15194,15305,15150,15227,-103,-0.67%,115384,15226,65640,15226,15227,15858,15068,,一般,,
2023/03/16,TX,202304  ,15340,15349,15068,15181,-149,-0.97%,100002,-,-,15181,15182,15858,15068,,盤後,,
2023/03/16,TX,202305  ,15166,15281,15128,15204,-106,-0.69%,1181,15205,1656,15202,15206,15841,15047,,一般,,
2023/03/16,TX,202305  ,15320,15329,15047,15159,-151,-0.99%,1241,-,-,15159,15161,15841,15047,,盤後,,
2023/03/16,TX,202306  ,15125,15224,15087,15152,-107,-0.70%,134,15152,721,15151,15154,15793,12496,,一般,,
2023/03/16,TX,202306  ,15260,15260,15006,15106,-153,-1.00%,131,-,-,15107,15112,15793,12496,,盤後,,
2023/03/16,TX,202309  ,14658,14711,14626,14631,-122,-0.83%,19,14647,384,14644,14650,15245,11969,,一般,,
2023/03/16,TX,202309  ,14683,14683,14548,14597,-156,-1.06%,25,-,-,14600,14607,15245,11969,,盤後,,
2023/03/16,TX,202312  ,14472,14635,14472,14560,-119,-0.81%,26,14575,188,14572,14578,15165,13257,,一般,,
2023/03/16,TX,202312  ,14661,14661,14438,14525,-154,-1.05%,31,-,-,14531,14539,15165,13257,,盤後,,
2023/03/16,TX,202403  ,14536,14585,14451,14496,-157,-1.07%,29,14515,11,14512,14519,14585,14451,,一般,,
2023/03/17,TX,202304  ,15310,15418,15298,15403,177,1.16%,91820,15405,66215,15402,15403,15858,15068,,一般,,
2023/03/17,TX,202304  ,15197,15356,15162,15341,115,0.76%,75085,-,-,15341,15343,15858,15068,,盤後,,
2023/03/17,TX,202305  ,15304,15391,15276,15381,176,1.16%,1052,15380,1973,15376,15378,15841,15047,,一般,,
2023/03/17,TX,202305  ,15168,15330,15142,15323,118,0.78%,986,-,-,15315,15320,15841,15047,,盤後,,
2023/03/17,TX,202306  ,15234,15333,15234,15324,172,1.14%,114,15324,735,15320,15321,15793,12496,,一般,,
2023/03/17,TX,202306  ,15100,15273,15096,15270,118,0.78%,92,-,-,15261,15269,15793,12496,,盤後,,
2023/03/17,TX,202309  ,14788,14824,14775,14824,177,1.21%,15,14824,380,14816,14820,15245,11969,,一般,,
2023/03/17,TX,202309  ,14608,14775,14608,14775,128,0.87%,21,-,-,14759,14766,15245,11969,,盤後,,
2023/03/17,TX,202312  ,14654,14765,14654,14760,185,1.27%,30,14749,200,14746,14753,15165,13257,,一般,,
2023/03/17,TX,202312  ,14541,14680,14521,14680,105,0.72%,22,-,-,14685,14692,15165,13257,,盤後,,
2023/03/17,TX,202403  ,14609,14712,14609,14712,197,1.36%,63,14698,42,14695,14702,14712,14451,,一般,,
2023/03/17,TX,202403  ,14486,14633,14478,14633,118,0.81%,55,-,-,14626,14633,14633,14451,,盤後,,
2023/03/20,TX,202304  ,15454,15477,15352,15373,-32,-0.21%,79652,15370,65540,15370,15373,15858,15068,,一般,,
2023/03/20,TX,202304  ,15417,15428,15321,15338,-67,-0.43%,58496,-,-,15337,15338,15858,15068,,盤後,,
2023/03/20,TX,202305  ,15422,15448,15330,15349,-31,-0.20%,1075,15348,2243,15345,15351,15841,15047,,一般,,
2023/03/20,TX,202305  ,15383,15401,15298,15314,-66,-0.43%,648,-,-,15312,15316,15841,15047,,盤後,,
2023/03/20,TX,202306  ,15377,15383,15280,15307,-17,-0.11%,39,15293,729,15290,15296,15793,12496,,一般,,
2023/03/20,TX,202306  ,15321,15343,15248,15262,-62,-0.40%,60,-,-,15256,15260,15793,12496,,盤後,,
2023/03/20,TX,202309  ,14882,14902,14800,14800,-24,-0.16%,5,14812,391,14808,14817,15245,11969,,一般,,
2023/03/20,TX,202309  ,14836,14847,14767,14775,-49,-0.33%,52,-,-,14773,14780,15245,11969,,盤後,,
2023/03/20,TX,202312  ,14797,14797,14782,14782,33,0.22%,3,14741,207,14735,14747,15165,13257,,一般,,
2023/03/20,TX,202312  ,14764,14769,14690,14698,-51,-0.35%,21,-,-,14697,14706,15165,13257,,盤後,,
2023/03/20,TX,202403  ,14698,14763,14690,14725,27,0.18%,26,14689,47,14683,14696,14763,14451,,一般,,
2023/03/20,TX,202403  ,14716,14716,14636,14669,-29,-0.20%,6,-,-,14638,14653,14716,14451,,盤後,,
2023/03/21,TX,202304  ,15464,15517,15425,15455,85,0.55%,73240,15455,65755,15452,15455,15858,15068,,一般,,
2023/03/21,TX,202304  ,15291,15451,15211,15445,75,0.49%,71128,-,-,15445,15448,15858,15068,,盤後,,
2023/03/21,TX,202305  ,15430,15490,15401,15426,78,0.51%,677,15426,2162,15426,15431,15841,15047,,一般,,
2023/03/21,TX,202305  ,15281,15425,15200,15420,72,0.47%,814,-,-,15419,15425,15841,15047,,盤後,,
2023/03/21,TX,202306  ,15377,15427,15353,15382,89,0.58%,106,15372,777,15369,15375,15793,12496,,一般,,
2023/03/21,TX,202306  ,15200,15364,15182,15362,69,0.45%,69,-,-,15361,15368,15793,12496,,盤後,,
2023/03/21,TX,202309  ,14899,14938,14890,14890,78,0.53%,10,14890,400,14887,14894,15245,11969,,一般,,
2023/03/21,TX,202309  ,14700,14860,14700,14859,47,0.32%,20,-,-,14881,14888,15245,11969,,盤後,,
2023/03/21,TX,202312  ,14852,14879,14819,14828,87,0.59%,13,14828,206,14818,14825,15165,13257,,一般,,
2023/03/21,TX,202312  ,14650,14817,14641,14817,76,0.52%,6,-,-,14815,14822,15165,13257,,盤後,,
2023/03/21,TX,202403  ,14785,14803,14750,14775,86,0.59%,23,14775,54,14763,14772,14803,14451,,一般,,
2023/03/21,TX,202403  ,14588,14763,14588,14763,74,0.50%,29,-,-,14756,14767,14763,14451,,盤後,,
2023/03/22,TX,202304  ,15589,15725,15568,15712,257,1.66%,79375,15715,72441,15712,15714,15858,15068,,一般,,
2023/03/22,TX,202304  ,15475,15584,15457,15577,122,0.79%,51979,-,-,15575,15577,15858,15068,,盤後,,
2023/03/22,TX,202305  ,15565,15696,15545,15685,259,1.68%,822,15687,2691,15682,15686,15841,15047,,一般,,
2023/03/22,TX,202305  ,15445,15555,15433,15552,126,0.82%,649,-,-,15548,15552,15841,15047,,盤後,,
2023/03/22,TX,202306  ,15505,15631,15493,15630,258,1.68%,115,15630,835,15621,15626,15793,12496,,一般,,
2023/03/22,TX,202306  ,15380,15499,15380,15494,122,0.79%,41,-,-,15490,15495,15793,12496,,盤後,,
2023/03/22,TX,202309  ,15019,15144,15012,15135,245,1.65%,31,15135,396,15131,15139,15245,11969,,一般,,
2023/03/22,TX,202309  ,14902,15012,14902,15012,122,0.82%,25,-,-,15006,15014,15245,11969,,盤後,,
2023/03/22,TX,202312  ,14939,15080,14939,15080,252,1.70%,22,15068,214,15065,15071,15165,13257,,一般,,
2023/03/22,TX,202312  ,14837,14930,14837,14930,102,0.69%,22,-,-,14940,14943,15165,13257,,盤後,,
2023/03/22,TX,202403  ,14898,15030,14875,15030,255,1.73%,82,15017,76,15013,15021,15030,14451,,一般,,
2023/03/22,TX,202403  ,14784,14890,14784,14864,89,0.60%,48,-,-,14888,14892,14890,14451,,盤後,,
2023/03/23,TX,202304  ,15695,15866,15683,15837,122,0.78%,87831,15836,75135,15836,15838,15866,15068,,一般,,
2023/03/23,TX,202304  ,15724,15844,15654,15671,-44,-0.28%,71235,-,-,15667,15672,15858,15068,,盤後,,
2023/03/23,TX,202305  ,15662,15833,15658,15808,121,0.77%,1281,15807,3131,15805,15807,15841,15047,,一般,,
2023/03/23,TX,202305  ,15685,15812,15628,15644,-43,-0.27%,816,-,-,15637,15645,15841,15047,,盤後,,
2023/03/23,TX,202306  ,15593,15770,15593,15739,109,0.70%,149,15739,872,15739,15743,15793,12496,,一般,,
2023/03/23,TX,202306  ,15613,15733,15566,15578,-52,-0.33%,159,-,-,15573,15583,15793,12496,,盤後,,
2023/03/23,TX,202309  ,15161,15270,15127,15226,91,0.60%,38,15249,396,15246,15253,15270,11969,,一般,,
2023/03/23,TX,202309  ,15181,15248,15080,15080,-55,-0.36%,37,-,-,15078,15090,15248,11969,,盤後,,
2023/03/23,TX,202312  ,15050,15164,15050,15164,96,0.64%,15,15176,205,15172,15181,15170,13257,,一般,,
2023/03/23,TX,202312  ,15100,15170,15028,15028,-40,-0.27%,28,-,-,15013,15025,15170,13257,,盤後,,
2023/03/23,TX,202403  ,15022,15159,15021,15116,99,0.66%,38,15127,88,15124,15130,15159,14451,,一般,,
2023/03/23,TX,202403  ,15053,15117,14966,14966,-51,-0.34%,51,-,-,14964,14979,15117,14451,,盤後,,
2023/03/24,TX,202304  ,15878,15923,15806,15912,76,0.48%,72534,15917,74211,15912,15920,15979,15068,,一般,,
2023/03/24,TX,202304  ,15847,15979,15798,15899,63,0.40%,70836,-,-,15899,15902,15979,15068,,盤後,,
2023/03/24,TX,202305  ,15847,15892,15778,15886,79,0.50%,912,15886,3477,15881,15891,15946,15047,,一般,,
2023/03/24,TX,202305  ,15849,15946,15770,15873,66,0.42%,1009,-,-,15868,15874,15946,15047,,盤後,,
2023/03/24,TX,202306  ,15773,15820,15718,15816,77,0.49%,75,15816,931,15810,15821,15870,12496,,一般,,
2023/03/24,TX,202306  ,15772,15870,15715,15772,33,0.21%,117,-,-,15799,15805,15870,12496,,盤後,,
2023/03/24,TX,202309  ,15230,15289,15228,15289,40,0.26%,17,15310,395,15303,15317,15372,11969,,一般,,
2023/03/24,TX,202309  ,15263,15372,15218,15287,38,0.25%,135,-,-,15293,15312,15372,11969,,盤後,,
2023/03/24,TX,202312  ,-,-,-,-,-,-,0,15243,213,15235,15251,15282,13257,,一般,,
2023/03/24,TX,202312  ,15186,15282,15150,15207,31,0.20%,27,-,-,15227,15242,15282,13257,,盤後,,
2023/03/24,TX,202403  ,15125,15192,15118,15192,65,0.43%,11,15192,92,15185,15201,15246,14451,,一般,,
2023/03/24,TX,202403  ,15150,15246,15110,15176,49,0.32%,42,-,-,15174,15192,15246,14451,,盤後,,
2023/03/27,TX,202304  ,15855,15893,15793,15831,-86,-0.54%,72250,15829,69345,15828,15832,15979,15068,,一般,,
2023/03/27,TX,202304  ,15907,15935,15780,15880,-37,-0.23%,66598,-,-,15880,15881,15979,15068,,盤後,,
2023/03/27,TX,202305  ,15841,15865,15768,15800,-86,-0.54%,1347,15801,3882,15800,15805,15946,15047,,一般,,
2023/03/27,TX,202305  ,15879,15905,15755,15851,-35,-0.22%,687,-,-,15851,15854,15946,15047,,盤後,,
2023/03/27,TX,202306  ,15785,15785,15700,15736,-80,-0.51%,124,15736,991,15731,15737,15870,12496,,一般,,
2023/03/27,TX,202306  ,15807,15819,15682,15784,-32,-0.20%,155,-,-,15780,15784,15870,12496,,盤後,,
2023/03/27,TX,202309  ,15282,15282,15227,15280,-30,-0.20%,14,15243,394,15240,15246,15372,11969,,一般,,
2023/03/27,TX,202309  ,15315,15315,15196,15250,-60,-0.39%,22,-,-,15281,15289,15372,11969,,盤後,,
2023/03/27,TX,202312  ,15151,15218,15151,15218,-25,-0.16%,4,15171,213,15167,15176,15282,13257,,一般,,
2023/03/27,TX,202312  ,15154,15158,15154,15158,-85,-0.56%,4,-,-,15215,15221,15282,13257,,盤後,,
2023/03/27,TX,202403  ,15162,15170,15102,15119,-73,-0.48%,21,15119,95,15112,15122,15246,14451,,一般,,
2023/03/27,TX,202403  ,15209,15209,15071,15160,-32,-0.21%,26,-,-,15158,15166,15246,14451,,盤後,,
