交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2026/04/08,TX,202609  ,34666,35100,34568,35030,1807,5.44%,40,35041,439,35039,35044,35995,24962,,一般,,
2026/04/08,TX,202609  ,33587,33623,32888,33430,207,0.62%,18,-,-,33542,33560,35995,24962,,盤後,,
2026/04/08,TX,202612  ,34792,35182,34677,35170,1837,5.51%,44,35143,220,35139,35147,36263,27382,,一般,,
2026/04/08,TX,202612  ,33380,33670,33000,33666,333,1.00%,20,-,-,33640,33656,36263,27382,,盤後,,
2026/04/08,TX,202703  ,34792,35426,34792,35426,1838,5.47%,16,35375,62,35340,35411,35426,32400,,一般,,
2026/04/08,TX,202703  ,33954,33954,33505,33505,-83,-0.25%,11,-,-,33876,33975,34275,32400,,盤後,,
2026/04/09,TX,202604  ,35032,35100,34745,34932,-84,-0.24%,53298,34924,72691,34930,34936,35968,31227,,一般,,
2026/04/09,TX,202604  ,35000,35348,34935,35208,192,0.55%,57379,-,-,35207,35217,35968,31227,,盤後,,
2026/04/09,TX,202605  ,35220,35220,34888,35055,-76,-0.22%,1718,35059,2672,35059,35068,35962,31357,,一般,,
2026/04/09,TX,202605  ,35123,35454,35063,35305,174,0.50%,998,-,-,35321,35337,35962,31357,,盤後,,
2026/04/09,TX,202606  ,35200,35200,34901,35109,-21,-0.06%,37,35082,1139,35077,35087,36100,20819,,一般,,
2026/04/09,TX,202606  ,35213,35411,35095,35337,207,0.59%,26,-,-,35342,35360,36100,20819,,盤後,,
2026/04/09,TX,202609  ,35041,35041,34857,35000,-41,-0.12%,7,34994,439,34990,34999,35995,24962,,一般,,
2026/04/09,TX,202609  ,35219,35336,35025,35200,159,0.45%,24,-,-,35257,35273,35995,24962,,盤後,,
2026/04/09,TX,202612  ,35213,35213,34950,34999,-144,-0.41%,19,35090,236,35086,35095,36263,27382,,一般,,
2026/04/09,TX,202612  ,35309,35450,35135,35320,177,0.50%,49,-,-,35354,35373,36263,27382,,盤後,,
2026/04/09,TX,202703  ,35250,35250,35250,35250,-125,-0.35%,1,35348,63,35320,35376,35426,32400,,一般,,
2026/04/09,TX,202703  ,35375,35375,35375,35375,0,0.00%,1,-,-,35557,35642,35426,32400,,盤後,,
2026/04/10,TX,202604  ,35249,35580,35215,35567,643,1.84%,55415,35569,71146,35567,35571,35968,31227,,一般,,
2026/04/10,TX,202604  ,34922,35289,34765,35222,298,0.85%,47030,-,-,35216,35226,35968,31227,,盤後,,
2026/04/10,TX,202605  ,35359,35711,35347,35697,638,1.82%,3512,35703,4616,35697,35704,35962,31357,,一般,,
2026/04/10,TX,202605  ,35063,35408,34899,35345,286,0.82%,1038,-,-,35341,35356,35962,31357,,盤後,,
2026/04/10,TX,202606  ,35470,35728,35470,35710,628,1.79%,89,35727,1109,35723,35731,36100,20819,,一般,,
2026/04/10,TX,202606  ,35051,35345,34930,35345,263,0.75%,53,-,-,35358,35376,36100,20819,,盤後,,
2026/04/10,TX,202609  ,35378,35604,35376,35600,606,1.73%,15,35630,438,35626,35634,35995,24962,,一般,,
2026/04/10,TX,202609  ,34850,35250,34850,35247,253,0.72%,37,-,-,35265,35282,35995,24962,,盤後,,
2026/04/10,TX,202612  ,35486,35733,35486,35721,631,1.80%,20,35721,235,35723,35733,36263,27382,,一般,,
2026/04/10,TX,202612  ,34988,35350,34926,35350,260,0.74%,30,-,-,35364,35381,36263,27382,,盤後,,
2026/04/10,TX,202703  ,35950,35950,35950,35950,602,1.70%,1,35984,62,35958,36011,35950,32400,,一般,,
2026/04/10,TX,202703  ,35519,35519,35500,35511,163,0.46%,3,-,-,35606,35666,35519,32400,,盤後,,
2026/04/13,TX,202604  ,35280,35652,35225,35457,-112,-0.31%,83511,35460,38421,35455,35458,35968,31227,,一般,,
2026/04/13,TX,202604  ,35521,35748,35475,35589,20,0.06%,38073,-,-,35588,35594,35968,31227,,盤後,,
2026/04/13,TX,202605  ,35442,35852,35377,35652,-51,-0.14%,45473,35650,39146,35642,35652,35962,31357,,一般,,
2026/04/13,TX,202605  ,35656,35884,35605,35730,27,0.08%,1505,-,-,35730,35740,35962,31357,,盤後,,
2026/04/13,TX,202606  ,35471,35870,35467,35681,-46,-0.13%,449,35693,1447,35683,35701,36100,20819,,一般,,
2026/04/13,TX,202606  ,35715,35862,35650,35772,45,0.13%,43,-,-,35762,35783,36100,20819,,盤後,,
2026/04/13,TX,202609  ,35346,35737,35346,35598,-32,-0.09%,53,35598,457,35599,35624,35995,24962,,一般,,
2026/04/13,TX,202609  ,35580,35791,35568,35733,103,0.29%,27,-,-,35653,35689,35995,24962,,盤後,,
2026/04/13,TX,202612  ,35408,35750,35408,35702,-19,-0.05%,10,35702,241,35683,35721,36263,27382,,一般,,
2026/04/13,TX,202612  ,35689,35880,35675,35750,29,0.08%,16,-,-,35747,35794,36263,27382,,盤後,,
2026/04/13,TX,202703  ,-,-,-,-,-,-,0,35937,62,35897,35978,35950,32400,,一般,,
2026/04/13,TX,202703  ,-,-,-,-,-,-,0,-,-,35993,36074,35950,32400,,盤後,,
2026/04/14,TX,202604  ,36060,36430,35990,36381,921,2.60%,71746,36377,16844,36370,36380,36430,31227,,一般,,
2026/04/14,TX,202604  ,35500,36037,35455,36027,567,1.60%,33269,-,-,36019,36027,36037,31227,,盤後,,
2026/04/14,TX,202605  ,36267,36664,36209,36639,989,2.77%,40815,36649,64024,36636,36645,36664,31357,,一般,,
2026/04/14,TX,202605  ,35652,36228,35650,36215,565,1.58%,4367,-,-,36207,36223,36228,31357,,盤後,,
2026/04/14,TX,202606  ,36289,36701,36255,36692,999,2.80%,732,36692,1097,36694,36706,36701,20819,,一般,,
2026/04/14,TX,202606  ,35738,36248,35700,36248,555,1.55%,83,-,-,36247,36262,36248,20819,,盤後,,
2026/04/14,TX,202609  ,36184,36662,36184,36662,1064,2.99%,41,36652,479,36645,36660,36662,24962,,一般,,
2026/04/14,TX,202609  ,35686,36168,35675,36168,570,1.60%,24,-,-,36165,36197,36168,24962,,盤後,,
2026/04/14,TX,202612  ,36314,36802,36314,36800,1098,3.08%,19,36800,234,36788,36805,36802,27382,,一般,,
2026/04/14,TX,202612  ,35943,36182,35938,36182,480,1.34%,15,-,-,36262,36317,36263,27382,,盤後,,
2026/04/14,TX,202703  ,36720,37000,36720,36999,1062,2.96%,26,37035,90,36935,37135,37000,32400,,一般,,
2026/04/14,TX,202703  ,36205,36450,36205,36450,513,1.43%,2,-,-,36463,36500,36450,32400,,盤後,,
2026/04/15,TX,202604  ,36725,37073,36618,36643,266,0.73%,30496,0,8760,36642,36643,37073,31227,,一般,,
2026/04/15,TX,202604  ,36381,36738,36357,36725,348,0.96%,27131,-,-,36710,36725,36738,31227,,盤後,,
2026/04/15,TX,202605  ,36997,37359,36909,36977,328,0.89%,42753,36985,73200,36962,36977,37359,31357,,一般,,
2026/04/15,TX,202605  ,36653,36993,36620,36984,335,0.91%,8218,-,-,36981,36986,36993,31357,,盤後,,
2026/04/15,TX,202606  ,37066,37408,36981,37073,381,1.04%,133,37076,1121,37037,37054,37408,20819,,一般,,
2026/04/15,TX,202606  ,36711,37062,36711,37056,364,0.99%,51,-,-,37045,37055,37062,20819,,盤後,,
2026/04/15,TX,202609  ,37027,37313,36968,37050,398,1.09%,52,37050,503,37025,37045,37313,24962,,一般,,
2026/04/15,TX,202609  ,36750,37005,36728,37000,348,0.95%,21,-,-,37021,37038,37005,24962,,盤後,,
2026/04/15,TX,202612  ,37205,37505,37161,37255,455,1.24%,26,37215,225,37204,37227,37505,27382,,一般,,
2026/04/15,TX,202612  ,36915,36942,36905,36942,142,0.39%,5,-,-,37183,37236,36942,27382,,盤後,,
2026/04/15,TX,202703  ,37786,37864,37785,37864,829,2.24%,5,37514,93,37472,37557,37864,32400,,一般,,
2026/04/15,TX,202703  ,-,-,-,-,-,-,0,-,-,37391,37571,37000,32400,,盤後,,
2026/04/16,TX,202605  ,37321,37666,37086,37645,660,1.78%,56683,37649,77142,37644,37645,37666,31357,,一般,,
2026/04/16,TX,202605  ,37019,37294,37001,37226,241,0.65%,35783,-,-,37202,37227,37359,31357,,盤後,,
2026/04/16,TX,202606  ,37408,37748,37188,37744,668,1.80%,629,37746,1412,37730,37733,37748,20819,,一般,,
2026/04/16,TX,202606  ,37129,37355,37090,37280,204,0.55%,230,-,-,37280,37310,37408,20819,,盤後,,
2026/04/16,TX,202607  ,37300,37444,37158,37444,397,1.07%,27,37659,19,37656,37662,37444,37158,,一般,,
2026/04/16,TX,202609  ,37386,37617,37208,37617,567,1.53%,48,37752,533,37750,37755,37617,24962,,一般,,
2026/04/16,TX,202609  ,37139,37338,37103,37200,150,0.40%,33,-,-,37273,37317,37338,24962,,盤後,,
2026/04/16,TX,202612  ,37628,37901,37471,37891,676,1.82%,24,37962,220,37958,37966,37901,27382,,一般,,
2026/04/16,TX,202612  ,37330,37530,37325,37530,315,0.85%,17,-,-,37476,37537,37530,27382,,盤後,,
2026/04/16,TX,202703  ,37755,37755,37755,37755,241,0.64%,3,38250,95,38215,38285,37864,32400,,一般,,
2026/04/16,TX,202703  ,37807,37807,37788,37788,274,0.73%,3,-,-,37732,37847,37864,32400,,盤後,,
2026/04/17,TX,202605  ,37145,37388,37033,37083,-566,-1.50%,51355,37078,78627,37085,37089,37666,31357,,一般,,
2026/04/17,TX,202605  ,37550,37564,36927,37143,-506,-1.34%,60989,-,-,37136,37149,37666,31357,,盤後,,
2026/04/17,TX,202606  ,37303,37466,37130,37151,-595,-1.58%,427,37151,1602,37174,37179,37748,20819,,一般,,
2026/04/17,TX,202606  ,37615,37615,37037,37268,-478,-1.27%,288,-,-,37231,37248,37748,20819,,盤後,,
2026/04/17,TX,202607  ,37305,37371,37110,37110,-549,-1.46%,18,37122,30,37118,37126,37445,36972,,一般,,
2026/04/17,TX,202607  ,37445,37445,36972,37218,-441,-1.17%,20,-,-,37173,37205,37445,36972,,盤後,,
2026/04/17,TX,202609  ,37347,37487,37200,37200,-552,-1.46%,70,37200,523,37197,37205,37617,24962,,一般,,
2026/04/17,TX,202609  ,37489,37534,37057,37284,-468,-1.24%,35,-,-,37254,37275,37617,24962,,盤後,,
2026/04/17,TX,202612  ,37681,37681,37384,37385,-577,-1.52%,29,37410,225,37405,37415,37901,27382,,一般,,
2026/04/17,TX,202612  ,37857,37857,37438,37580,-382,-1.01%,15,-,-,37464,37491,37901,27382,,盤後,,
2026/04/17,TX,202703  ,37836,37836,37836,37836,-414,-1.08%,1,37707,97,37680,37734,37865,32400,,一般,,
2026/04/17,TX,202703  ,37820,37865,37750,37865,-385,-1.01%,5,-,-,37731,37799,37865,32400,,盤後,,
2026/04/20,TX,202605  ,37324,37704,37209,37254,176,0.47%,52704,37240,79491,37252,37256,37993,31357,,一般,,
2026/04/20,TX,202605  ,37055,37993,37042,37742,664,1.79%,52411,-,-,37741,37752,37993,31357,,盤後,,
2026/04/20,TX,202606  ,37442,37788,37311,37349,198,0.53%,476,37333,1776,37343,37349,38063,20819,,一般,,
2026/04/20,TX,202606  ,37167,38063,37151,37833,682,1.84%,420,-,-,37827,37842,38063,20819,,盤後,,
2026/04/20,TX,202607  ,37322,37719,37262,37285,163,0.44%,38,37273,60,37282,37291,38002,36972,,一般,,
2026/04/20,TX,202607  ,37307,38002,37273,37610,488,1.31%,49,-,-,37771,37792,38002,36972,,盤後,,
2026/04/20,TX,202609  ,37444,37792,37330,37330,130,0.35%,45,37330,522,37366,37371,38022,24962,,一般,,
2026/04/20,TX,202609  ,37218,38022,37218,37840,640,1.72%,43,-,-,37845,37866,38022,24962,,盤後,,
2026/04/20,TX,202612  ,37939,37973,37655,37655,245,0.65%,26,37599,250,37593,37606,38155,27382,,一般,,
2026/04/20,TX,202612  ,37481,38155,37481,37994,584,1.56%,24,-,-,38044,38073,38155,27382,,盤後,,
2026/04/20,TX,202703  ,37707,-,-,37707,0,0.00%,6,37920,96,37892,37949,38400,32400,,一般,,
2026/04/20,TX,202703  ,38400,38400,38305,38305,598,1.59%,4,-,-,38301,38387,38400,32400,,盤後,,
2026/04/21,TX,202605  ,37707,38159,37647,38048,808,2.17%,63284,38048,82127,38047,38048,38159,31357,,一般,,
2026/04/21,TX,202605  ,37314,37692,37218,37621,381,1.02%,43889,-,-,37603,37621,37993,31357,,盤後,,
2026/04/21,TX,202606  ,37795,38241,37746,38132,799,2.14%,556,38132,1902,38135,38140,38241,20819,,一般,,
2026/04/21,TX,202606  ,37463,37775,37333,37700,367,0.98%,307,-,-,37691,37713,38063,20819,,盤後,,
2026/04/21,TX,202607  ,37770,38148,37758,38025,752,2.02%,57,38078,63,38076,38080,38148,36972,,一般,,
2026/04/21,TX,202607  ,37397,37710,37273,37638,365,0.98%,31,-,-,37627,37651,38002,36972,,盤後,,
2026/04/21,TX,202609  ,37850,38238,37825,38124,794,2.13%,43,38168,530,38166,38170,38238,24962,,一般,,
2026/04/21,TX,202609  ,37486,37800,37484,37792,462,1.24%,18,-,-,37713,37737,38022,24962,,盤後,,
2026/04/21,TX,202612  ,38295,38520,38095,38390,791,2.10%,33,38427,237,38423,38431,38520,27382,,一般,,
2026/04/21,TX,202612  ,37597,38020,37597,37965,366,0.97%,14,-,-,37937,37970,38155,27382,,盤後,,
2026/04/21,TX,202703  ,37920,-,-,37920,0,0.00%,2,38798,96,38737,38860,38400,32400,,一般,,
2026/04/21,TX,202703  ,-,-,-,-,-,-,0,-,-,38243,38331,38400,32400,,盤後,,
2026/04/22,TX,202605  ,38150,38369,37925,38206,158,0.42%,54740,38216,81421,38206,38210,38369,31357,,一般,,
2026/04/22,TX,202605  ,38110,38126,37542,37904,-144,-0.38%,56956,-,-,37899,37914,38159,31357,,盤後,,
2026/04/22,TX,202606  ,38223,38450,38040,38288,156,0.41%,559,38303,2122,38293,38301,38450,20819,,一般,,
2026/04/22,TX,202606  ,38194,38203,37650,38002,-130,-0.34%,557,-,-,37992,38012,38241,20819,,盤後,,
2026/04/22,TX,202607  ,38169,38400,38078,38206,128,0.34%,22,38244,75,38240,38248,38400,36972,,一般,,
2026/04/22,TX,202607  ,38068,38102,37617,38004,-74,-0.19%,35,-,-,37937,37954,38148,36972,,盤後,,
2026/04/22,TX,202609  ,38250,38461,38070,38333,165,0.43%,24,38345,530,38342,38348,38461,24962,,一般,,
2026/04/22,TX,202609  ,38208,38222,37700,37700,-468,-1.23%,32,-,-,38043,38070,38238,24962,,盤後,,
2026/04/22,TX,202612  ,38532,38728,38532,38638,211,0.55%,7,38642,240,38629,38640,38728,27382,,一般,,
2026/04/22,TX,202612  ,38396,38415,37995,37995,-432,-1.12%,17,-,-,38306,38379,38520,27382,,盤後,,
2026/04/22,TX,202703  ,-,-,-,-,-,-,0,39045,102,38956,39134,38820,32400,,一般,,
2026/04/22,TX,202703  ,38820,38820,38550,38550,-248,-0.64%,6,-,-,38599,38854,38820,32400,,盤後,,
2026/04/23,TX,202605  ,38686,39087,37408,37875,-341,-0.89%,111647,37851,78250,37869,37882,39087,31357,,一般,,
2026/04/23,TX,202605  ,38231,38750,38023,38746,530,1.39%,38492,-,-,38745,38750,38750,31357,,盤後,,
2026/04/23,TX,202606  ,38784,39162,37512,37972,-331,-0.86%,1239,37969,2281,37964,37980,39162,20819,,一般,,
2026/04/23,TX,202606  ,38348,38840,38135,38834,531,1.39%,440,-,-,38832,38842,38840,20819,,盤後,,
2026/04/23,TX,202607  ,38709,39065,37537,38070,-174,-0.45%,88,37931,99,37922,37940,39065,36972,,一般,,
2026/04/23,TX,202607  ,38118,38623,38118,38476,232,0.61%,21,-,-,38781,38791,38623,36972,,盤後,,
2026/04/23,TX,202609  ,38828,39193,37600,38020,-325,-0.85%,105,38043,569,38035,38051,39193,24962,,一般,,
2026/04/23,TX,202609  ,38205,38525,38205,38525,180,0.47%,20,-,-,38884,38896,38525,24962,,盤後,,
2026/04/23,TX,202612  ,39063,39419,38044,38398,-244,-0.63%,24,38387,246,38367,38408,39419,27382,,一般,,
2026/04/23,TX,202612  ,38560,39158,38535,39158,516,1.34%,11,-,-,39169,39200,39158,27382,,盤後,,
2026/04/23,TX,202703  ,39390,39390,39050,39050,5,0.01%,4,38794,107,38659,38930,39480,32400,,一般,,
2026/04/23,TX,202703  ,38910,39480,38910,39480,435,1.11%,15,-,-,39505,39710,39480,32400,,盤後,,
2026/04/24,TX,202605  ,38299,39244,38268,39224,1373,3.63%,87114,39222,79817,39212,39223,39244,31357,,一般,,
2026/04/24,TX,202605  ,37920,38434,37643,38047,196,0.52%,66531,-,-,38037,38048,39087,31357,,盤後,,
2026/04/24,TX,202606  ,38323,39322,38323,39309,1340,3.53%,958,39310,2432,39300,39313,39322,20819,,一般,,
2026/04/24,TX,202606  ,38018,38522,37754,38126,157,0.41%,670,-,-,38129,38145,39162,20819,,盤後,,
2026/04/24,TX,202607  ,38414,39280,38412,39280,1349,3.56%,80,39258,117,39251,39266,39280,36972,,一般,,
2026/04/24,TX,202607  ,37960,38400,37750,38054,123,0.32%,73,-,-,38091,38111,39065,36972,,盤後,,
2026/04/24,TX,202609  ,38575,39370,38575,39353,1310,3.44%,28,39353,573,39356,39370,39370,24962,,一般,,
2026/04/24,TX,202609  ,38106,38575,37900,38204,161,0.42%,34,-,-,38200,38220,39193,24962,,盤後,,
2026/04/24,TX,202612  ,38877,39687,38877,39687,1300,3.39%,30,39687,248,39668,39687,39687,27382,,一般,,
2026/04/24,TX,202612  ,38676,38942,38450,38550,163,0.42%,22,-,-,38517,38723,39419,27382,,盤後,,
2026/04/24,TX,202703  ,39830,39830,39501,39501,707,1.82%,3,40119,110,40042,40196,39830,32400,,一般,,
2026/04/24,TX,202703  ,39400,39440,39400,39440,646,1.67%,3,-,-,38837,39097,39480,32400,,盤後,,
2026/04/27,TX,202605  ,39999,40458,39837,39888,666,1.70%,80194,39921,79918,39881,39902,40458,31357,,一般,,
2026/04/27,TX,202605  ,39247,39875,39130,39766,544,1.39%,57240,-,-,39764,39766,39875,31357,,盤後,,
2026/04/27,TX,202606  ,40086,40521,39949,39982,672,1.71%,859,39997,2465,39975,40000,40521,20819,,一般,,
2026/04/27,TX,202606  ,39321,39960,39258,39834,524,1.33%,766,-,-,39857,39864,39960,20819,,盤後,,
2026/04/27,TX,202607  ,40039,40460,39949,39949,691,1.76%,55,39949,125,39935,39961,40460,36972,,一般,,
2026/04/27,TX,202607  ,39355,39800,39200,39800,542,1.38%,44,-,-,39817,39825,39800,36972,,盤後,,
2026/04/27,TX,202609  ,40177,40580,40000,40078,725,1.84%,38,40047,588,40036,40058,40580,24962,,一般,,
2026/04/27,TX,202609  ,39300,40000,39300,39968,615,1.56%,19,-,-,39909,39923,40000,24962,,盤後,,
2026/04/27,TX,202612  ,40500,40892,40380,40380,693,1.75%,11,40390,255,40374,40406,40892,27382,,一般,,
2026/04/27,TX,202612  ,39757,40290,39695,40268,581,1.46%,23,-,-,40234,40281,40290,27382,,盤後,,
2026/04/27,TX,202703  ,41219,41219,41090,41111,992,2.47%,14,40952,133,40758,40952,41219,32400,,一般,,
2026/04/27,TX,202703  ,40150,40840,40150,40840,721,1.80%,19,-,-,40625,40856,40840,32400,,盤後,,
2026/04/28,TX,202605  ,39820,40347,39661,39749,-172,-0.43%,63337,39733,79804,39736,39748,40458,31357,,一般,,
2026/04/28,TX,202605  ,39862,40050,39485,39719,-202,-0.51%,42663,-,-,39718,39729,40458,31357,,盤後,,
2026/04/28,TX,202606  ,39900,40435,39750,39815,-182,-0.46%,1485,39814,3570,39817,39833,40521,20819,,一般,,
2026/04/28,TX,202606  ,39934,40132,39600,39821,-176,-0.44%,474,-,-,39821,39836,40521,20819,,盤後,,
2026/04/28,TX,202607  ,40011,40373,39760,39760,-189,-0.47%,51,39796,137,39788,39804,40460,36972,,一般,,
2026/04/28,TX,202607  ,39890,40042,39600,39739,-210,-0.53%,47,-,-,39781,39799,40460,36972,,盤後,,
2026/04/28,TX,202609  ,40044,40310,39888,39895,-152,-0.38%,12,39895,585,39885,39900,40580,24962,,一般,,
2026/04/28,TX,202609  ,40085,40171,39666,39900,-147,-0.37%,22,-,-,39875,39896,40580,24962,,盤後,,
2026/04/28,TX,202612  ,40501,40796,40178,40178,-212,-0.52%,10,40234,258,40225,40244,40892,27382,,一般,,
2026/04/28,TX,202612  ,40310,40509,40012,40097,-293,-0.73%,16,-,-,40227,40254,40892,27382,,盤後,,
2026/04/28,TX,202703  ,41350,41515,40955,40955,3,0.01%,11,40762,150,40703,40821,41515,32400,,一般,,
2026/04/28,TX,202703  ,40681,41080,40600,40600,-352,-0.86%,15,-,-,40618,40859,41219,32400,,盤後,,
2026/04/29,TX,202605  ,39698,39790,39123,39490,-243,-0.61%,59705,39479,79818,39485,39491,40458,31357,,一般,,
2026/04/29,TX,202605  ,39635,39854,39182,39461,-272,-0.68%,55589,-,-,39460,39463,40458,31357,,盤後,,
2026/04/29,TX,202606  ,39748,39824,39218,39550,-264,-0.66%,1006,39572,4053,39568,39576,40521,20819,,一般,,
2026/04/29,TX,202606  ,39722,39936,39288,39548,-266,-0.67%,627,-,-,39548,39556,40521,20819,,盤後,,
2026/04/29,TX,202607  ,39779,39779,39187,39466,-330,-0.83%,24,39540,137,39535,39546,40460,36972,,一般,,
2026/04/29,TX,202607  ,39819,39819,39261,39540,-256,-0.64%,22,-,-,39515,39525,40460,36972,,盤後,,
2026/04/29,TX,202609  ,39650,39807,39360,39697,-198,-0.50%,16,39636,586,39632,39641,40580,24962,,一般,,
2026/04/29,TX,202609  ,39809,39809,39350,39413,-482,-1.21%,11,-,-,39612,39620,40580,24962,,盤後,,
2026/04/29,TX,202612  ,40250,40250,39778,40092,-142,-0.35%,13,39968,254,39963,39974,40892,27382,,一般,,
2026/04/29,TX,202612  ,40250,40250,39954,39954,-280,-0.70%,5,-,-,39942,39958,40892,27382,,盤後,,
2026/04/29,TX,202703  ,40458,40550,40458,40550,-212,-0.52%,7,40337,120,40300,40374,41515,32400,,一般,,
2026/04/29,TX,202703  ,40700,40740,39637,40165,-597,-1.46%,95,-,-,40300,40461,41515,32400,,盤後,,
2026/04/30,TX,202605  ,39698,39937,39265,39360,-119,-0.30%,70719,39342,79725,39357,39364,40458,31357,,一般,,
2026/04/30,TX,202605  ,39480,39649,39166,39337,-142,-0.36%,48696,-,-,39336,39340,40458,31357,,盤後,,
