交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2026/06/03,TX,202606  ,46245,46784,46178,46686,583,1.26%,43443,-,-,46685,46695,46784,20819,,盤後,,
2026/06/03,TX,202607  ,46850,47013,46590,46893,788,1.71%,1142,46902,2939,46878,46902,47013,36972,,一般,,
2026/06/03,TX,202607  ,46252,46800,46228,46711,606,1.31%,621,-,-,46700,46716,46800,36972,,盤後,,
2026/06/03,TX,202608  ,46970,47150,46930,47150,780,1.68%,28,47118,185,47103,47134,47150,41460,,一般,,
2026/06/03,TX,202608  ,46502,46955,46465,46955,585,1.26%,31,-,-,46902,46942,46960,41460,,盤後,,
2026/06/03,TX,202609  ,47270,47399,47195,47326,788,1.69%,16,47297,791,47283,47311,47399,24962,,一般,,
2026/06/03,TX,202609  ,46866,47075,46796,46974,436,0.94%,9,-,-,47087,47132,47155,24962,,盤後,,
2026/06/03,TX,202612  ,47810,47877,47650,47838,715,1.52%,10,47881,273,47863,47900,47877,27382,,一般,,
2026/06/03,TX,202612  ,47355,47715,47355,47689,566,1.20%,19,-,-,47625,47698,47715,27382,,盤後,,
2026/06/03,TX,202703  ,-,-,-,-,-,-,0,48645,137,48546,48745,47700,32400,,一般,,
2026/06/03,TX,202703  ,-,-,-,-,-,-,0,-,-,48346,48500,47700,32400,,盤後,,
2026/06/04,TX,202606  ,46505,46587,46140,46294,-563,-1.20%,59484,46310,98581,46296,46309,46994,20819,,一般,,
2026/06/04,TX,202606  ,46790,46989,46337,46537,-320,-0.68%,52774,-,-,46537,46548,46994,20819,,盤後,,
2026/06/04,TX,202607  ,46534,46640,46210,46356,-546,-1.16%,678,46365,3309,46357,46374,47013,36972,,一般,,
2026/06/04,TX,202607  ,46860,47013,46400,46594,-308,-0.66%,588,-,-,46587,46603,47013,36972,,盤後,,
2026/06/04,TX,202608  ,46686,46820,46503,46568,-550,-1.17%,21,46639,201,46629,46650,47155,41460,,一般,,
2026/06/04,TX,202608  ,47144,47155,46680,46960,-158,-0.34%,90,-,-,46817,46858,47155,41460,,盤後,,
2026/06/04,TX,202609  ,46880,46980,46777,46777,-520,-1.10%,14,46830,794,46819,46841,47399,24962,,一般,,
2026/06/04,TX,202609  ,47289,47289,46866,47107,-190,-0.40%,4,-,-,46999,47038,47399,24962,,盤後,,
2026/06/04,TX,202612  ,47500,47677,47377,47677,-204,-0.43%,7,47490,276,47428,47490,47877,27382,,一般,,
2026/06/04,TX,202612  ,47849,47849,47535,47830,-51,-0.11%,7,-,-,47611,47662,47877,27382,,盤後,,
2026/06/04,TX,202703  ,48300,48300,48300,48300,-345,-0.71%,4,48279,141,48250,48309,48300,32400,,一般,,
2026/06/04,TX,202703  ,-,-,-,-,-,-,0,-,-,48307,48438,47700,32400,,盤後,,
2026/06/05,TX,202606  ,45668,45785,44655,45211,-1099,-2.37%,97457,45226,96005,45193,45215,46994,20819,,一般,,
2026/06/05,TX,202606  ,46372,46550,45476,46342,32,0.07%,73586,-,-,46321,46343,46994,20819,,盤後,,
2026/06/05,TX,202607  ,45750,45863,44752,45284,-1081,-2.33%,1462,45317,3971,45281,45309,47013,36972,,一般,,
2026/06/05,TX,202607  ,46446,46615,45593,46438,73,0.16%,928,-,-,46397,46442,47013,36972,,盤後,,
2026/06/05,TX,202608  ,45943,45974,45057,45649,-990,-2.12%,40,45578,221,45561,45596,47155,41460,,一般,,
2026/06/05,TX,202608  ,46639,46777,46008,46689,50,0.11%,16,-,-,46663,46723,47155,41460,,盤後,,
2026/06/05,TX,202609  ,46048,46267,45416,45880,-950,-2.03%,30,45763,809,45749,45777,47399,24962,,一般,,
2026/06/05,TX,202609  ,46741,46741,46188,46188,-642,-1.37%,16,-,-,46861,46923,47399,24962,,盤後,,
2026/06/05,TX,202612  ,46923,46952,46190,46952,-538,-1.13%,8,46459,279,46434,46484,47877,27382,,一般,,
2026/06/05,TX,202612  ,47366,47678,47269,47678,188,0.40%,4,-,-,47441,47592,47877,27382,,盤後,,
2026/06/05,TX,202703  ,47200,47200,47200,47200,-1079,-2.23%,1,47334,159,47203,47465,48300,32400,,一般,,
2026/06/05,TX,202703  ,48200,48200,47700,47700,-579,-1.20%,21,-,-,48321,48543,48300,32400,,盤後,,
2026/06/08,TX,202606  ,42344,43655,42225,43080,-2146,-4.75%,108149,43083,91436,43056,43081,46994,20819,,一般,,
2026/06/08,TX,202606  ,45101,45311,40779,42220,-3006,-6.65%,107378,-,-,42220,42260,46994,20819,,盤後,,
2026/06/08,TX,202607  ,42038,43678,42038,43107,-2210,-4.88%,1811,43150,4277,43084,43116,47013,36972,,一般,,
2026/06/08,TX,202607  ,45195,45382,40904,42277,-3040,-6.71%,1825,-,-,42297,42338,47013,36972,,盤後,,
2026/06/08,TX,202608  ,42748,43750,42632,43270,-2308,-5.06%,35,43293,300,43278,43309,47155,41300,,一般,,
2026/06/08,TX,202608  ,45323,45373,41300,41300,-4278,-9.39%,84,-,-,42341,42689,47155,41300,,盤後,,
2026/06/08,TX,202609  ,42781,44066,42586,43521,-2242,-4.90%,48,43504,951,43487,43521,47399,24962,,一般,,
2026/06/08,TX,202609  ,45705,45705,42601,42811,-2952,-6.45%,190,-,-,42520,42865,47399,24962,,盤後,,
2026/06/08,TX,202612  ,43618,44000,43493,43815,-2644,-5.69%,11,44161,280,44139,44184,47877,27382,,一般,,
2026/06/08,TX,202612  ,46500,46500,44254,44254,-2205,-4.75%,12,-,-,43220,43708,47877,27382,,盤後,,
2026/06/08,TX,202703  ,45469,45570,45349,45349,-1985,-4.19%,5,45003,158,44683,45324,48300,32400,,一般,,
2026/06/08,TX,202703  ,46700,46916,45155,45155,-2179,-4.60%,8,-,-,44245,44710,48300,32400,,盤後,,
2026/06/09,TX,202606  ,43661,44750,43552,44665,1582,3.67%,73328,44677,86704,44655,44665,46994,20819,,一般,,
2026/06/09,TX,202606  ,43288,44288,43215,43999,916,2.13%,73636,-,-,43983,44000,46994,20819,,盤後,,
2026/06/09,TX,202607  ,43733,44813,43621,44729,1579,3.66%,2288,44745,5583,44714,44729,47013,36972,,一般,,
2026/06/09,TX,202607  ,43364,44302,43288,44071,921,2.13%,844,-,-,44028,44052,47013,36972,,盤後,,
2026/06/09,TX,202608  ,43824,44855,43824,44855,1562,3.61%,15,44885,293,44875,44895,47155,41300,,一般,,
2026/06/09,TX,202608  ,44000,44230,43880,44228,935,2.16%,26,-,-,44169,44209,47155,41300,,盤後,,
2026/06/09,TX,202609  ,44600,44600,44600,44600,1096,2.52%,24,45087,934,45077,45097,47399,24962,,一般,,
2026/06/09,TX,202609  ,44174,44553,44114,44360,856,1.97%,23,-,-,44377,44407,47399,24962,,盤後,,
2026/06/09,TX,202612  ,45285,45285,45285,45285,1124,2.55%,1,45709,280,45693,45726,47877,27382,,一般,,
2026/06/09,TX,202612  ,44858,44858,44850,44850,689,1.56%,2,-,-,44988,45066,47877,27382,,盤後,,
2026/06/09,TX,202703  ,45400,46269,45400,46269,1266,2.81%,6,46462,124,46330,46595,48300,32400,,一般,,
2026/06/09,TX,202703  ,45580,45800,45580,45700,697,1.55%,42,-,-,45663,46000,48300,32400,,盤後,,
2026/06/10,TX,202606  ,43839,44481,43126,43422,-1255,-2.81%,94590,43367,82895,43421,43443,46994,20819,,一般,,
2026/06/10,TX,202606  ,44700,45073,42334,43878,-799,-1.79%,121791,-,-,43851,43878,46994,20819,,盤後,,
2026/06/10,TX,202607  ,43889,44510,43158,43457,-1288,-2.88%,4641,43410,8670,43458,43486,47013,36972,,一般,,
2026/06/10,TX,202607  ,44760,45118,42480,43889,-856,-1.91%,2641,-,-,43917,43953,47013,36972,,盤後,,
2026/06/10,TX,202608  ,44164,44555,43398,43554,-1331,-2.97%,28,43666,315,43649,43684,47155,41300,,一般,,
2026/06/10,TX,202608  ,44850,45100,43085,43950,-935,-2.08%,39,-,-,44077,44194,47155,41300,,盤後,,
2026/06/10,TX,202609  ,44660,44800,43777,43777,-1310,-2.91%,89,43843,967,43829,43858,47399,24962,,一般,,
2026/06/10,TX,202609  ,45087,45350,43505,43605,-1482,-3.29%,13,-,-,44266,44455,47399,24962,,盤後,,
2026/06/10,TX,202612  ,45450,45450,44517,44517,-1192,-2.61%,5,44462,279,44423,44502,47877,27382,,一般,,
2026/06/10,TX,202612  ,45930,46035,44036,44683,-1026,-2.24%,8,-,-,44821,45028,47877,27382,,盤後,,
2026/06/10,TX,202703  ,45834,45834,45077,45077,-1385,-2.98%,5,45252,124,45101,45403,48300,32400,,一般,,
2026/06/10,TX,202703  ,46729,46819,45510,45510,-952,-2.05%,4,-,-,45551,45898,48300,32400,,盤後,,
2026/06/11,TX,202606  ,42643,43509,42050,43241,-126,-0.29%,103003,43219,77902,43232,43242,46994,20819,,一般,,
2026/06/11,TX,202606  ,43588,43973,42460,42615,-752,-1.73%,117269,-,-,42608,42616,46994,20819,,盤後,,
2026/06/11,TX,202607  ,42629,43528,42088,43303,-107,-0.25%,6903,43290,13425,43297,43309,47013,36972,,一般,,
2026/06/11,TX,202607  ,43600,43988,42491,42637,-773,-1.78%,2071,-,-,42629,42646,47013,36972,,盤後,,
2026/06/11,TX,202608  ,43278,43700,42379,43420,-246,-0.56%,57,43420,326,43424,43519,47155,41300,,一般,,
2026/06/11,TX,202608  ,43802,44044,42893,43176,-490,-1.12%,51,-,-,42797,42822,47155,41300,,盤後,,
2026/06/11,TX,202609  ,43082,43800,42550,43444,-399,-0.91%,167,43589,1022,43581,43598,47399,24962,,一般,,
2026/06/11,TX,202609  ,43851,44283,42915,43000,-843,-1.92%,49,-,-,42984,43017,47399,24962,,盤後,,
2026/06/11,TX,202612  ,43626,44128,43252,44128,-334,-0.75%,11,44213,290,44197,44229,47877,27382,,一般,,
2026/06/11,TX,202612  ,44492,44700,43700,44125,-337,-0.76%,24,-,-,43593,43666,47877,27382,,盤後,,
2026/06/11,TX,202703  ,-,-,-,-,-,-,0,45104,147,44948,45245,48300,32400,,一般,,
2026/06/11,TX,202703  ,45200,45200,44400,44400,-852,-1.88%,26,-,-,44308,44536,48300,32400,,盤後,,
2026/06/12,TX,202606  ,44929,44931,44045,44188,969,2.24%,80412,44217,71366,44189,44200,46994,20819,,一般,,
2026/06/12,TX,202606  ,43375,44596,43000,44382,1163,2.69%,88271,-,-,44385,44389,46994,20819,,盤後,,
2026/06/12,TX,202607  ,44967,44967,44106,44314,1024,2.37%,11456,44330,22511,44289,44302,47013,36972,,一般,,
2026/06/12,TX,202607  ,43470,44600,43060,44422,1132,2.61%,2218,-,-,44417,44427,47013,36972,,盤後,,
2026/06/12,TX,202608  ,44959,45000,44357,44503,1083,2.49%,38,44420,329,44410,44431,47155,41300,,一般,,
2026/06/12,TX,202608  ,43598,44400,43400,44265,845,1.95%,65,-,-,44515,44546,47155,41300,,盤後,,
2026/06/12,TX,202609  ,45060,45080,44411,44656,1067,2.45%,38,44590,995,44581,44600,47399,24962,,一般,,
2026/06/12,TX,202609  ,43720,44841,43541,44841,1252,2.87%,25,-,-,44645,44718,47399,24962,,盤後,,
2026/06/12,TX,202612  ,45606,45606,45116,45272,1059,2.40%,10,45184,295,45169,45199,47877,27382,,一般,,
2026/06/12,TX,202612  ,44440,45470,44396,45470,1257,2.84%,11,-,-,45229,45331,47877,27382,,盤後,,
2026/06/12,TX,202703  ,-,-,-,-,-,-,0,46011,148,45922,46100,48300,32400,,一般,,
2026/06/12,TX,202703  ,45237,45237,45237,45237,133,0.29%,1,-,-,46031,46274,48300,32400,,盤後,,
2026/06/15,TX,202606  ,45750,45905,45340,45580,1363,3.08%,93560,45597,44213,45580,45597,46994,20819,,一般,,
2026/06/15,TX,202606  ,43953,44808,43712,44704,487,1.10%,67536,-,-,44699,44705,46994,20819,,盤後,,
2026/06/15,TX,202607  ,45783,45982,45428,45817,1487,3.35%,47214,45820,56300,45793,45816,47013,36972,,一般,,
2026/06/15,TX,202607  ,44100,44890,43813,44780,450,1.02%,3398,-,-,44782,44796,47013,36972,,盤後,,
2026/06/15,TX,202608  ,45866,45994,45700,45968,1548,3.48%,23,45968,326,45940,45973,47155,41300,,一般,,
2026/06/15,TX,202608  ,44000,44907,44000,44907,487,1.10%,17,-,-,44879,44907,47155,41300,,盤後,,
2026/06/15,TX,202609  ,46090,46250,45855,46068,1478,3.31%,34,46068,1008,46068,46110,47399,24962,,一般,,
2026/06/15,TX,202609  ,44311,45100,44311,45100,510,1.14%,10,-,-,45043,45079,47399,24962,,盤後,,
2026/06/15,TX,202612  ,46699,46806,46524,46723,1539,3.41%,16,46690,298,46657,46690,47877,27382,,一般,,
2026/06/15,TX,202612  ,45305,45585,45305,45574,390,0.86%,6,-,-,45649,45695,47877,27382,,盤後,,
2026/06/15,TX,202703  ,-,-,-,-,-,-,0,47517,148,47498,47537,48300,32400,,一般,,
2026/06/15,TX,202703  ,46420,46420,46420,46420,409,0.89%,1,-,-,46420,46605,48300,32400,,盤後,,
2026/06/16,TX,202606  ,46124,46198,45463,45772,175,0.38%,78609,45764,21508,45772,45775,46994,20819,,一般,,
2026/06/16,TX,202606  ,45547,46263,45546,46246,649,1.42%,35755,-,-,46245,46250,46994,20819,,盤後,,
2026/06/16,TX,202607  ,46394,46394,45658,45849,29,0.06%,43099,45839,80581,45846,45851,47013,36972,,一般,,
2026/06/16,TX,202607  ,45796,46445,45792,46430,610,1.33%,4861,-,-,46430,46440,47013,36972,,盤後,,
2026/06/16,TX,202608  ,46460,46480,45988,46168,200,0.44%,63,46116,339,46099,46133,47155,41300,,一般,,
2026/06/16,TX,202608  ,45928,46647,45928,46647,679,1.48%,32,-,-,46620,46676,47155,41300,,盤後,,
2026/06/16,TX,202609  ,46369,46386,46177,46386,318,0.69%,13,46287,1005,46269,46305,47399,24962,,一般,,
2026/06/16,TX,202609  ,46214,46753,46214,46675,607,1.32%,17,-,-,46733,46838,47399,24962,,盤後,,
2026/06/16,TX,202612  ,46800,46984,46760,46972,282,0.60%,6,46905,293,46883,46928,47877,27382,,一般,,
2026/06/16,TX,202612  ,46692,47330,46681,47330,640,1.37%,19,-,-,47318,47480,47877,27382,,盤後,,
2026/06/16,TX,202703  ,48050,48050,48050,48050,533,1.12%,1,47709,156,47686,47733,48300,32400,,一般,,
2026/06/16,TX,202703  ,47770,48100,47770,48100,583,1.23%,8,-,-,48185,48360,48300,32400,,盤後,,
2026/06/17,TX,202606  ,45345,45745,45113,45668,-96,-0.21%,31546,0,10304,45668,45669,46994,20819,,一般,,
2026/06/17,TX,202606  ,45835,45933,44926,45020,-744,-1.63%,43078,-,-,45020,45030,46994,20819,,盤後,,
2026/06/17,TX,202607  ,45410,46065,45215,46031,192,0.42%,40018,46011,90086,46029,46035,47013,36972,,一般,,
2026/06/17,TX,202607  ,45835,45980,45071,45150,-689,-1.50%,8348,-,-,45150,45160,47013,36972,,盤後,,
2026/06/17,TX,202608  ,45701,46261,45466,46249,133,0.29%,53,46249,358,46255,46274,47155,41300,,一般,,
2026/06/17,TX,202608  ,46166,46166,45412,45412,-704,-1.53%,40,-,-,45372,45435,47155,41300,,盤後,,
2026/06/17,TX,202609  ,46088,46400,46015,46400,113,0.24%,6,46472,1002,46464,46481,47399,24962,,一般,,
2026/06/17,TX,202609  ,46329,46329,45946,45946,-341,-0.74%,8,-,-,45577,45621,47399,24962,,盤後,,
2026/06/17,TX,202612  ,46520,47077,46520,47077,172,0.37%,7,47095,298,47084,47106,47877,27382,,一般,,
2026/06/17,TX,202612  ,46986,46986,46225,46225,-680,-1.45%,8,-,-,46130,46255,47877,27382,,盤後,,
2026/06/17,TX,202703  ,-,-,-,-,-,-,0,47898,156,47888,47909,48300,32400,,一般,,
2026/06/17,TX,202703  ,-,-,-,-,-,-,0,-,-,46951,47095,48300,32400,,盤後,,
2026/06/18,TX,202607  ,46470,46778,46260,46769,758,1.65%,60125,46752,92786,46753,46773,47013,36972,,一般,,
2026/06/18,TX,202607  ,46098,46640,45712,46036,25,0.05%,58875,-,-,46035,46041,47013,36972,,盤後,,
2026/06/18,TX,202608  ,46716,47002,46504,47002,753,1.63%,441,46998,464,46977,47003,47155,41300,,一般,,
2026/06/18,TX,202608  ,46334,46837,45934,46263,14,0.03%,280,-,-,46262,46282,47155,41300,,盤後,,
2026/06/18,TX,202609  ,46915,47199,46700,47199,727,1.56%,44,47199,1007,47178,47204,47399,24962,,一般,,
2026/06/18,TX,202609  ,46717,47000,46356,46400,-72,-0.15%,52,-,-,46439,46477,47399,24962,,盤後,,
2026/06/18,TX,202612  ,47476,47740,47380,47740,645,1.37%,22,47814,296,47801,47827,47877,27382,,一般,,
2026/06/18,TX,202612  ,47325,47580,46895,46895,-200,-0.42%,15,-,-,47045,47107,47877,27382,,盤後,,
2026/06/18,TX,202703  ,48388,48436,48316,48436,538,1.12%,4,48617,155,48602,48632,48436,32400,,一般,,
2026/06/18,TX,202703  ,48100,48368,47932,48257,359,0.75%,13,-,-,47857,47906,48368,32400,,盤後,,
2026/06/18,TX,202706  ,49380,49417,49380,49417,717,1.47%,3,49417,3,49412,49453,49417,49380,,一般,,
2026/06/22,TX,202607  ,47460,48476,47371,48413,1661,3.55%,58587,48428,97365,48414,48438,48476,36972,,一般,,
2026/06/22,TX,202607  ,46751,47620,46729,47565,813,1.74%,40750,-,-,47565,47575,47620,36972,,盤後,,
2026/06/22,TX,202608  ,47642,48703,47642,48660,1662,3.54%,371,48654,526,48642,48671,48703,41300,,一般,,
2026/06/22,TX,202608  ,47020,47816,47000,47792,794,1.69%,165,-,-,47790,47806,47816,41300,,盤後,,
2026/06/22,TX,202609  ,47844,48807,47844,48807,1608,3.41%,31,48859,1005,48845,48874,48807,24962,,一般,,
2026/06/22,TX,202609  ,47253,47702,47174,47697,498,1.06%,38,-,-,47989,48006,47702,24962,,盤後,,
2026/06/22,TX,202612  ,48572,49456,48572,49426,1612,3.37%,12,49493,292,49478,49508,49456,27382,,一般,,
2026/06/22,TX,202612  ,47875,48622,47800,48622,808,1.69%,23,-,-,48614,48650,48622,27382,,盤後,,
2026/06/22,TX,202703  ,-,-,-,-,-,-,0,50291,156,50275,50308,49000,32400,,一般,,
2026/06/22,TX,202703  ,48631,49000,48631,49000,383,0.79%,3,-,-,49413,49442,49000,32400,,盤後,,
2026/06/22,TX,202706  ,50708,50708,50708,50708,1291,2.61%,1,51157,3,51135,51179,50708,49380,,一般,,
2026/06/22,TX,202706  ,-,-,-,-,-,-,0,-,-,50225,50300,49417,49380,,盤後,,
2026/06/23,TX,202607  ,48650,48711,47404,47436,-992,-2.05%,78573,47437,100889,47429,47443,49240,36972,,一般,,
2026/06/23,TX,202607  ,48531,49240,48488,48883,455,0.94%,44537,-,-,48858,48893,49240,36972,,盤後,,
2026/06/23,TX,202608  ,49112,49112,47688,47730,-924,-1.90%,868,47730,758,47706,47727,49470,41300,,一般,,
2026/06/23,TX,202608  ,48748,49470,48748,49160,506,1.04%,217,-,-,49151,49199,49470,41300,,盤後,,
2026/06/23,TX,202609  ,48777,48777,47934,47934,-925,-1.89%,231,47955,1215,47947,47963,49651,24962,,一般,,
2026/06/23,TX,202609  ,49082,49651,49021,49409,550,1.13%,40,-,-,49359,49438,49651,24962,,盤後,,
2026/06/23,TX,202612  ,49331,49333,48828,48828,-665,-1.34%,5,48688,293,48674,48702,50228,27382,,一般,,
2026/06/23,TX,202612  ,49936,50228,49892,50000,507,1.02%,14,-,-,49994,50065,50228,27382,,盤後,,
2026/06/23,TX,202703  ,50050,50050,49843,49843,-448,-0.89%,2,49502,156,49488,49517,50802,32400,,一般,,
2026/06/23,TX,202703  ,50802,50802,50802,50802,511,1.02%,1,-,-,50797,50905,50802,32400,,盤後,,
2026/06/23,TX,202706  ,51411,51411,50480,50480,-677,-1.32%,4,50279,6,50258,50300,51411,49380,,一般,,
2026/06/23,TX,202706  ,-,-,-,-,-,-,0,-,-,51638,51755,50708,49380,,盤後,,
2026/06/24,TX,202607  ,46858,47067,45898,46387,-1050,-2.21%,96199,46407,104070,46369,46386,49240,36972,,一般,,
2026/06/24,TX,202607  ,46940,47072,46022,46207,-1230,-2.59%,73379,-,-,46201,46217,49240,36972,,盤後,,
2026/06/24,TX,202608  ,47063,47345,46207,46654,-1076,-2.25%,1104,46693,1074,46637,46664,49470,41300,,一般,,
2026/06/24,TX,202608  ,47194,47315,46350,46590,-1140,-2.39%,556,-,-,46490,46513,49470,41300,,盤後,,
2026/06/24,TX,202609  ,47293,47550,46501,46850,-1105,-2.30%,149,46877,1317,46865,46890,49651,24962,,一般,,
2026/06/24,TX,202609  ,47418,47538,46600,46830,-1125,-2.35%,143,-,-,46718,46745,49651,24962,,盤後,,
2026/06/24,TX,202612  ,48061,48061,47430,47636,-1052,-2.16%,10,47657,295,47645,47670,50228,27382,,一般,,
2026/06/24,TX,202612  ,48190,48190,47360,47360,-1328,-2.73%,4,-,-,47462,47517,50228,27382,,盤後,,
2026/06/24,TX,202703  ,48696,48696,48400,48400,-1102,-2.23%,4,48497,157,48465,48530,50802,32400,,一般,,
2026/06/24,TX,202703  ,49041,49041,48194,48194,-1308,-2.64%,4,-,-,48271,48327,50802,32400,,盤後,,
2026/06/24,TX,202706  ,49266,49489,49266,49489,-790,-1.57%,8,49274,14,49234,49315,51411,49048,,一般,,
2026/06/24,TX,202706  ,49837,49837,49048,49060,-1219,-2.42%,13,-,-,49041,49235,51411,49048,,盤後,,
2026/06/25,TX,202607  ,46993,46997,46091,46544,137,0.30%,70863,46527,101138,46544,46554,49240,36972,,一般,,
2026/06/25,TX,202607  ,46361,46914,45063,46910,503,1.08%,84895,-,-,46898,46911,49240,36972,,盤後,,
2026/06/25,TX,202608  ,47228,47252,46400,46783,90,0.19%,663,46778,1304,46789,46805,49470,41300,,一般,,
2026/06/25,TX,202608  ,46681,47167,45360,47167,474,1.02%,816,-,-,47162,47188,49470,41300,,盤後,,
2026/06/25,TX,202609  ,47242,47401,46630,46981,104,0.22%,36,47038,1300,47029,47048,49651,24962,,一般,,
2026/06/25,TX,202609  ,46600,47399,45688,47399,522,1.11%,114,-,-,47388,47420,49651,24962,,盤後,,
2026/06/25,TX,202612  ,48098,48098,47657,47657,0,0.00%,2,47864,298,47855,47874,50228,27382,,一般,,
2026/06/25,TX,202612  ,47036,48098,46461,48098,441,0.93%,6,-,-,48178,48311,50228,27382,,盤後,,
2026/06/25,TX,202703  ,-,-,-,-,-,-,0,48699,157,48688,48710,50802,32400,,一般,,
2026/06/25,TX,202703  ,47773,47773,47284,47284,-1213,-2.50%,2,-,-,49004,49151,50802,32400,,盤後,,
2026/06/25,TX,202706  ,49570,49570,49570,49570,296,0.60%,1,49512,18,49490,49534,51411,48555,,一般,,
2026/06/25,TX,202706  ,48600,48600,48555,48592,-682,-1.38%,8,-,-,49828,49901,51411,48555,,盤後,,
2026/06/26,TX,202607  ,45709,45922,44264,44373,-2154,-4.63%,102163,44452,101073,44372,44401,49240,36972,,一般,,
2026/06/26,TX,202607  ,46430,46884,45311,45805,-722,-1.55%,93096,-,-,45804,45806,49240,36972,,盤後,,
2026/06/26,TX,202608  ,45940,46150,44579,44665,-2113,-4.52%,844,44669,1624,44607,44642,49470,41300,,一般,,
2026/06/26,TX,202608  ,46736,47127,45600,46049,-729,-1.56%,1245,-,-,46069,46078,49470,41300,,盤後,,
2026/06/26,TX,202609  ,46170,46347,44894,44894,-2144,-4.56%,110,44894,1358,44821,44851,49651,24962,,一般,,
2026/06/26,TX,202609  ,47088,47300,45880,46317,-721,-1.53%,110,-,-,46307,46318,49651,24962,,盤後,,
2026/06/26,TX,202612  ,47121,47121,46056,46056,-1808,-3.78%,20,45697,299,45677,45717,50228,27382,,一般,,
2026/06/26,TX,202612  ,47920,48113,46913,46939,-925,-1.93%,16,-,-,47134,47166,50228,27382,,盤後,,
2026/06/26,TX,202703  ,46511,47161,46511,47161,-1538,-3.16%,9,46572,158,46528,46617,50802,32400,,一般,,
2026/06/26,TX,202703  ,47836,47836,47703,47703,-996,-2.05%,3,-,-,47959,47996,50802,32400,,盤後,,
2026/06/26,TX,202706  ,48732,48732,47600,47600,-1912,-3.86%,12,47382,31,47333,47431,51411,47600,,一般,,
2026/06/26,TX,202706  ,48512,48512,48512,48512,-1000,-2.02%,1,-,-,48749,48846,51411,48512,,盤後,,
2026/06/29,TX,202607  ,44799,45637,44373,45550,1098,2.47%,73327,45556,100919,45556,45557,49240,36972,,一般,,
